"site_id","monitoring","monitoring_id","lake","site","LID","lat","lon","site_size","DHT","date_time","weather","lake_water_clarity_m","sediment_sample","macrophyte_sample","notes","Bottom_visible","Distance_5m","Distance_20m","Riparian_vegetation","Riparian_species","Overhanging_trees","Erosion","Structure","Bedrock","Boulders","Cobble","Gravel","Sand","Mud","Organic_matter","Vegetation_nearby","Vegetation_species","Wood_cover","Temperature","DO_mgl","DO_percent","Conductivity","Specific_conductivity","pH","pH1","Emergent_Native","Emergent_Non_Native","Submerged_Non_Native","Turf_Native","Shape.1","Distance_to_shore.1","Length.1","Width.1","Area.1","Weight.1","Depth_on_R.1","Depth_on_L.1","Height_above.1","Depth_after.1","Volume.1","Sedimentation.1","Accumulation_of_weeds.1","Shape.2","Distance_to_shore.2","Length.2","Width.2","Area.2","Weight.2","Depth_on_R.2","Depth_on_L.2","Height_above.2","Depth_after.2","Volume.2","Sedimentation.2","Accumulation_of_weeds.2","Shape.3","Distance_to_shore.3","Length.3","Width.3","Area.3","Weight.3","Depth_on_R.3","Depth_on_L.3","Height_above.3","Depth_after.3","Volume.3","Sedimentation.3","Accumulation_of_weeds.3","Total_Individuals_Kōura","Total_Individuals_Bullies","Total_Individuals_Common_smelt","Total_Individuals_Goldfish","Total_Individuals_Eel","Total_Individuals_Kōaro","Total_Individuals_Catfish","Total_Individuals_Trout","Total_Individuals_Mosquitofish","Weighted_CPUE_Kōura","Weighted_CPUE_Bullies","Weighted_CPUE_Common_smelt","Weighted_CPUE_Goldfish","Weighted_CPUE_Eel","Weighted_CPUE_Kōaro","Weighted_CPUE_Catfish","Weighted_CPUE_Trout","Weighted_CPUE_Mosquitofish","Weighted_BPUE_Kōura","Weighted_BPUE_Bullies","Weighted_BPUE_Common_smelt","Weighted_BPUE_Goldfish","Weighted_BPUE_Eel","Weighted_BPUE_Kōaro","Weighted_BPUE_Catfish","Weighted_BPUE_Trout","Weighted_BPUE_Mosquitofish","Total_Weight_Kōura","Total_Weight_Bullies","Total_Weight_Common_smelt","Total_Weight_Goldfish","Total_Weight_Eel","Total_Weight_Kōaro","Total_Weight_Catfish","Total_Weight_Trout","Total_Weight_Mosquitofish","Mean_Length_Kōura","Mean_Length_Bullies","Mean_Length_Common_smelt","Mean_Length_Goldfish","Mean_Length_Eel","Mean_Length_Kōaro","Mean_Length_Catfish","Mean_Length_Trout","Mean_Length_Mosquitofish","Mean_Weight_Kōura","Mean_Weight_Bullies","Mean_Weight_Common_smelt","Mean_Weight_Goldfish","Mean_Weight_Eel","Mean_Weight_Kōaro","Mean_Weight_Catfish","Mean_Weight_Trout","Mean_Weight_Mosquitofish","Weighted_CPUE_numerator_Kōura","Weighted_CPUE_numerator_Bullies","Weighted_CPUE_numerator_Common_smelt","Weighted_CPUE_numerator_Goldfish","Weighted_CPUE_numerator_Eel","Weighted_CPUE_numerator_Kōaro","Weighted_CPUE_numerator_Catfish","Weighted_CPUE_numerator_Trout","Weighted_CPUE_numerator_Mosquitofish","Weighted_BPUE_numerator_Kōura","Weighted_BPUE_numerator_Bullies","Weighted_BPUE_numerator_Common_smelt","Weighted_BPUE_numerator_Goldfish","Weighted_BPUE_numerator_Eel","Weighted_BPUE_numerator_Kōaro","Weighted_BPUE_numerator_Catfish","Weighted_BPUE_numerator_Trout","Weighted_BPUE_numerator_Mosquitofish","Total_Effort_sum_Kōura","Total_Effort_sum_Bullies","Total_Effort_sum_Common_smelt","Total_Effort_sum_Goldfish","Total_Effort_sum_Eel","Total_Effort_sum_Kōaro","Total_Effort_sum_Catfish","Total_Effort_sum_Trout","Total_Effort_sum_Mosquitofish","Min_Length_Kōura","Min_Length_Bullies","Min_Length_Common_smelt","Min_Length_Goldfish","Min_Length_Eel","Min_Length_Kōaro","Min_Length_Catfish","Min_Length_Trout","Min_Length_Mosquitofish","Max_Length_Kōura","Max_Length_Bullies","Max_Length_Common_smelt","Max_Length_Goldfish","Max_Length_Eel","Max_Length_Kōaro","Max_Length_Catfish","Max_Length_Trout","Max_Length_Mosquitofish","Min_Weight_Kōura","Min_Weight_Bullies","Min_Weight_Common_smelt","Min_Weight_Goldfish","Min_Weight_Eel","Min_Weight_Kōaro","Min_Weight_Catfish","Min_Weight_Trout","Min_Weight_Mosquitofish","Max_Weight_Kōura","Max_Weight_Bullies","Max_Weight_Common_smelt","Max_Weight_Goldfish","Max_Weight_Eel","Max_Weight_Kōaro","Max_Weight_Catfish","Max_Weight_Trout","Max_Weight_Mosquitofish","Richness","Abundance","Presence_Bullies","Presence_Eel","Presence_Goldfish","Presence_Common_smelt","Presence_Kōaro","Presence_Kōura","Presence_Mosquitofish","Presence_Catfish","Presence_Trout","Predator_Fish_Presence","Dragonfly larvae Small","Caddisfly larvae","Diving beatle","Invertebrates_Richness","Invertebrates_Abundance","Presence_rocks","Period","Date","Time","Year","Month","Day","Season","Date_Time_Numeric","Monitoring_label","Depth_5m","Depth_20m","Slope_0_5m","Slope_0_20m","Habitat_Type","Substrate_index_before","monitoring_int","pair_id","koura_present","Substrate_index_after","lunar_phase","lunar_illumination","lunar_name","monitoring_quality"
"3",4,"3_4","Rotoiti","Stone_pile",54730,-38.047698100528,176.341122568488,150,"Sandy",2026-01-12 11:14:00,"Cloudy",NA,0,0,NA,"1","75.103042747696705","1429.22107248619",100,"grass",0,0,0,0,0,0,0,100,0,0,1,"Three-leaved milfoil",0,21.4,9.5,107.5,147.7,158.4,8.07,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,2,0,0,0,0,0,0,0.25,0,0.5,0,0,0,0,0,0,346,0,6,0,0,0,0,0,NA,1384,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.8,NA,24,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,1384,NA,24,NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,24,NA,NA,NA,NA,NA,NA,525,NA,24,NA,NA,NA,NA,NA,2,2,1,0,1,0,0,0,0,0,0,0,5,0,0,1,5,0,"After",2026-01-11,"11:14:00",2026,"Jan",12,"Summer",1768169640,"4 Summer",75.1030427476967,1429.22107248619,0.0665751987811884,0.0139936363834947,"Sandy",3,4,"2",0,3.22144,4.80452560807292,0.453996838695637,"Waning","complete"
"4",4,"4_4","Rotoiti","Control",54730,-38.0480187161085,176.341484639114,150,"Sandy",2026-01-12 11:14:00,"Cloudy",NA,0,0,NA,"1","73.106421389251906","1435.7027457702",80,"grass+flax",5,0,0,0,0,0,0,100,0,0,1,"Three-leaved milfoil",0,21.4,9.5,107.5,147.7,158.4,8.07,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19,1,4,0,0,0,0,0,0,4.75,0.25,1,0,0,0,0,0,0,634.75,0,11.75,0,0,0,0,0,NA,2539,0,47,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,326.75,NA,15.6666666666667,NA,NA,NA,NA,NA,NA,19,1,4,NA,NA,NA,NA,NA,NA,2539,0,47,NA,NA,NA,NA,NA,NA,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,25,NA,3,NA,NA,NA,NA,NA,NA,665,NA,35,NA,NA,NA,NA,NA,3,4,1,0,1,1,0,0,0,0,0,0,2,1,0,2,3,0,"After",2026-01-11,"11:14:00",2026,"Jan",12,"Summer",1768169640,"4 Summer",73.1064213892519,1435.7027457702,0.0683934448572954,0.0139304602285696,"Sandy",3,4,"2",0,3,4.80452560807292,0.453996838695637,"Waning","complete"
"5",4,"5_4","Rotoiti","Stone_pile",54730,-38.0222760864304,176.348643537609,150,"Sandy",2026-01-12 10:33:00,"Sunny",NA,0,0,NA,"1","267.55142706578999","1689.6854318227199",10,"Small trees",0,0,1,0,0,0,0,70,30,0,0,NA,0,22.8,5.75,66.8,171.6,179.2,7.86,NA,0,40,80,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,0,3,0,0,12,0,6,2.5,0,0,0.75,0,0,3,0,1.5,93,137.5,0,18.5,0,0,80,0,0,372,550,NA,74,NA,NA,320,NA,0,36.142,NA,NA,140,NA,NA,114.333333333333,NA,NA,37.2,275,NA,37,NA,NA,26.6666666666667,NA,NA,10,0,NA,3,NA,NA,12,NA,6,372,550,NA,74,NA,NA,320,NA,0,4,4,NA,4,NA,NA,4,NA,4,25.61,NA,NA,140,NA,NA,30,NA,NA,46.39,NA,NA,140,NA,NA,158,NA,NA,12,136,NA,4,NA,NA,11,NA,NA,65,414,NA,70,NA,NA,51,NA,NA,4,31,1,0,1,0,0,1,1,1,0,1,NA,NA,NA,NA,NA,0,"After",2026-01-11,"10:33:00",2026,"Jan",12,"Summer",1768167180,"4 Summer",267.55142706579,1689.68543182272,0.018687996004486,0.0118365227179744,"Sandy",2.4,4,"3",1,2.66496,4.80452560807292,0.453996838695637,"Waning","complete"
"6",4,"6_4","Rotoiti","Control",54730,-38.0218725085535,176.348304238168,150,"Sandy",2026-01-12 10:33:00,"Sunny",NA,0,0,NA,"1","220.524873221001","1741.0626313093101",0,NA,0,0,1,0,0,0,0,100,0,0,1,"Hornwort",0,22.8,5.75,66.8,171.6,179.2,7.86,NA,10,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,12,0,11,0,0,1,0,0,0.25,3,0,2.75,0,0,0.25,0,0,6.75,184,0,222.5,0,0,11,0,0,27,736,NA,890,NA,NA,44,NA,0,33.56,NA,NA,138.272727272727,NA,NA,150,NA,NA,27,125.666666666667,NA,80.9090909090909,NA,NA,44,NA,NA,1,12,NA,11,NA,NA,1,NA,0,27,736,NA,890,NA,NA,44,NA,0,4,4,NA,4,NA,NA,4,NA,4,33.56,NA,NA,80,NA,NA,150,NA,NA,33.56,NA,NA,195,NA,NA,150,NA,NA,27,9,NA,13,NA,NA,44,NA,NA,27,364,NA,172,NA,NA,44,NA,NA,4,13,1,0,1,0,0,1,1,1,0,1,NA,NA,NA,NA,NA,0,"After",2026-01-11,"10:33:00",2026,"Jan",12,"Summer",1768167180,"4 Summer",220.524873221001,1741.06263130931,0.022673179342401,0.0114872375297376,"Sandy",3,4,"3",1,3,4.80452560807292,0.453996838695637,"Waning","complete"
"7",4,"7_4","Rotoiti","Stone_pile",54730,-38.0400700989088,176.368333417899,150,"Sandy",2026-01-19 10:16:00,"Sunny",NA,0,0,NA,"1","130.67824847969601","334.10486413213903",100,"Grass",0,0,0,0,0,0,0,100,0,0,0,NA,0,22.1,9.39,107.6,149.4,158,7.66,NA,0,0,5,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,22,5,0,1,2,0,0,0.25,0.25,5.5,1.25,0,0.25,0.5,0,0,5.25,289.5,0,188.5,0,20,26.5,0,0,21,1158,0,754,NA,80,106,NA,NA,30,NA,NA,169,NA,195,147.5,NA,NA,21,386,NA,150.8,NA,80,53,NA,NA,1,1,22,5,NA,1,2,NA,NA,21,1158,0,754,NA,80,106,NA,NA,4,4,4,4,NA,4,4,NA,NA,30,NA,NA,120,NA,195,135,NA,NA,30,NA,NA,205,NA,195,160,NA,NA,21,296,NA,70,NA,80,40,NA,NA,21,509,NA,227,NA,80,66,NA,NA,6,9,1,0,1,1,1,1,0,1,0,1,NA,NA,NA,NA,NA,0,"After",2026-01-18,"10:16:00",2026,"Jan",19,"Summer",1768770960,"4 Summer",130.678248479696,334.104864132139,0.0382619147269706,0.0598614451542075,"Sandy",3,4,"4",1,3.20373333333333,0.0107212735926507,2.87361516024265e-05,"New","complete"
"8",4,"8_4","Rotoiti","Control",54730,-38.0399884269911,176.367640974845,150,"Sandy",2026-01-19 10:16:00,"Sunny",NA,0,0,NA,"1","69.508184012671805","381.61439291613999",30,"Grass",0,0,0,0,0,0,0,100,0,0,0,NA,0,21.8,9.37,106.8,150,159.8,8.09,NA,0,0,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,15,3,0,0,0,0,0,0,0.25,3.75,0.75,0,0,0,0,0,0,581.75,2.5,259.5,0,0,0,0,0,NA,2327,10,1038,NA,NA,NA,NA,NA,NA,NA,NA,233.333333333333,NA,NA,NA,NA,NA,NA,465.4,10,346,NA,NA,NA,NA,NA,NA,1,15,3,NA,NA,NA,NA,NA,NA,2327,10,1038,NA,NA,NA,NA,NA,NA,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,250,NA,NA,NA,NA,NA,NA,225,10,236,NA,NA,NA,NA,NA,NA,673,10,407,NA,NA,NA,NA,NA,3,3,1,0,1,1,0,0,0,0,0,0,9,0,0,1,9,0,"After",2026-01-18,"10:16:00",2026,"Jan",19,"Summer",1768770960,"4 Summer",69.5081840126718,381.61439291614,0.0719339754163116,0.0524089247451288,"Sandy",3,4,"4",0,3,0.0107212735926507,2.87361516024265e-05,"New","complete"
"9",4,"9_4","Rotoiti","Stone_pile",54730,-38.0149838,176.4133799,150,"Sandy",2026-01-12 09:30:00,"Sunny",NA,0,0,NA,"1","168.339491020125","259.826404337621",0,NA,0,0,0,0,5,0,15,80,0,0,0,NA,3,22.1,9.42,108,144.3,152.8,8.85,NA,0,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,17,25,1,0,0,0,0,0,2.75,4.25,6.25,0.25,0,0,0,0,0,40.25,96.75,4,10,0,0,0,0,0,161,387,16,40,NA,NA,NA,NA,NA,25.8118181818182,NA,NA,120,NA,NA,NA,NA,NA,14.6363636363636,100,8,40,NA,NA,NA,NA,NA,11,17,25,1,NA,NA,NA,NA,NA,161,387,16,40,NA,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,NA,19.43,NA,NA,120,NA,NA,NA,NA,NA,35.38,NA,NA,120,NA,NA,NA,NA,NA,6,13,6,40,NA,NA,NA,NA,NA,30,220,10,40,NA,NA,NA,NA,NA,4,12,1,0,1,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,1,"After",2026-01-11,"09:30:00",2026,"Jan",12,"Summer",1768163400,"4 Summer",168.339491020125,259.826404337621,0.029701883792688,0.076974470901009,"Sandy",3.35,4,"5",1,3.61389333333333,4.80452560807292,0.453996838695637,"Waning","complete"
"10",4,"10_4","Rotoiti","Control",54730,-38.0149894250948,176.414205051426,150,"Rocky",2026-01-12 09:30:00,"Sunny",NA,0,0,NA,"1","138.622117701376","221.36538172916099",20,"Flax",0,0,0,0,0,50,50,0,0,0,0,NA,0,22.1,9.42,108,144.3,152.8,8.85,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,1,1,0,0,0,0,0,1.75,0.25,0.25,0.25,0,0,0,0,0,49.25,142.25,0,35.25,0,0,0,0,0,197,569,0,141,NA,NA,NA,NA,NA,34.1808333333333,NA,NA,185,NA,NA,NA,NA,NA,28.9166666666667,284.5,NA,141,NA,NA,NA,NA,NA,7,1,1,1,NA,NA,NA,NA,NA,197,569,0,141,NA,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,NA,16.93,NA,NA,185,NA,NA,NA,NA,NA,41,NA,NA,185,NA,NA,NA,NA,NA,3,1,NA,141,NA,NA,NA,NA,NA,43,568,NA,141,NA,NA,NA,NA,NA,4,8,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,"After",2026-01-11,"09:30:00",2026,"Jan",12,"Summer",1768163400,"4 Summer",138.622117701376,221.365381729161,0.0360692801618509,0.090348363613918,"Rocky",5,4,"5",1,5,4.80452560807292,0.453996838695637,"Waning","complete"
"11",4,"11_4","Rotoiti","Reference",54730,-38.0276056022708,176.40494378912,150,"Rocky",2026-01-14 11:38:00,"Cloudy",5.5,0,0,NA,"1","38.942244562325001","121.850769016352",0,"0",0,0,0,0,90,0,0,10,0,0,0,NA,0,22.3,9.78,112.5,148.1,156,8.46,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,20,7,0,0,16,0,0,0.5,0.25,5,1.75,0,0,4,0,0,14,266,0,83.5,0,0,163.75,0,0,56,1064,0,334,NA,NA,655,NA,NA,32.5,NA,NA,132.142857142857,NA,NA,130,NA,NA,28,532,NA,47.7142857142857,NA,NA,40.9375,NA,NA,2,1,20,7,NA,NA,16,NA,NA,56,1064,0,334,NA,NA,655,NA,NA,4,4,4,4,NA,NA,4,NA,NA,30,NA,NA,100,NA,NA,90,NA,NA,35,NA,NA,180,NA,NA,220,NA,NA,21,460,NA,22,NA,NA,10,NA,NA,35,604,NA,110,NA,NA,188,NA,NA,5,25,1,0,1,1,0,1,0,1,0,1,NA,NA,NA,NA,NA,1,"After",2026-01-13,"11:38:00",2026,"Jan",14,"Summer",1768343880,"4 Summer",38.942244562325,121.850769016352,0.128395269871971,0.164135197187931,"Rocky",6.6,4,"6",1,6.6,5.2300630288442,0.252569854883397,"Waning","complete"
"12",4,"12_4","Rotoiti","Reference",54730,-38.027783,176.4042814,150,"Rocky",2026-01-14 11:38:00,"Cloudy",5.5,0,0,NA,"1","70.918634145760194","162.05012479636801",100,"Native forest",100,0,0,0,20,80,0,0,0,0,0,NA,0,22.3,9.78,112.5,148.1,156,8.46,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,26,5,4,0,1,21,0,0,1.25,6.5,1.25,1,0,0.25,5.25,0,0,32.75,704.5,0,37.75,0,10.25,112.25,0,0,131,2818,0,151,NA,41,449,NA,NA,31.2,NA,NA,107.5,NA,155,115.47619047619,NA,NA,26.2,469.666666666667,NA,37.75,NA,41,21.3809523809524,NA,NA,5,26,5,4,NA,1,21,NA,NA,131,2818,0,151,NA,41,449,NA,NA,4,4,4,4,NA,4,4,NA,NA,26,NA,NA,70,NA,155,90,NA,NA,40,NA,NA,155,NA,155,180,NA,NA,15,114,NA,8,NA,41,9,NA,NA,47,701,NA,98,NA,41,59,NA,NA,6,31,1,0,1,1,1,1,0,1,0,1,NA,NA,NA,NA,NA,1,"After",2026-01-13,"11:38:00",2026,"Jan",14,"Summer",1768343880,"4 Summer",70.9186341457602,162.050124796368,0.0705033318848671,0.123418602886804,"Rocky",6.2,4,"6",1,6.2,5.2300630288442,0.252569854883397,"Waning","complete"
"13",4,"13_4","Rotoiti","Reference",54730,-38.0401949,176.3586787,150,"Sandy",2026-01-14 10:23:00,"Cloudy",5.5,0,0,NA,"1","63.335015819361701","218.54441100186699",100,"Native forest",100,0,0,10,0,0,10,80,0,0,0,NA,0,21.8,10.14,115.5,145.9,155.5,8.45,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,3,0,0,1,0,0,0,0.75,0,0.75,0,0,0.25,0,0,0,417.5,0,65,0,0,9.25,0,0,NA,1670,NA,260,NA,NA,37,NA,NA,NA,NA,NA,138.666666666667,NA,NA,125,NA,NA,NA,556.666666666667,NA,86.6666666666667,NA,NA,37,NA,NA,NA,3,NA,3,NA,NA,1,NA,NA,NA,1670,NA,260,NA,NA,37,NA,NA,NA,4,NA,4,NA,NA,4,NA,NA,NA,NA,NA,92,NA,NA,125,NA,NA,NA,NA,NA,195,NA,NA,125,NA,NA,NA,389,NA,21,NA,NA,37,NA,NA,NA,658,NA,188,NA,NA,37,NA,NA,3,4,1,0,1,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,0,"After",2026-01-13,"10:23:00",2026,"Jan",14,"Summer",1768339380,"4 Summer",63.3350158193617,218.544411001867,0.0789452711950138,0.0915145800723732,"Sandy",3.6,4,"7",0,3.6,5.2300630288442,0.252569854883397,"Waning","complete"
"14",4,"14_4","Rotoiti","Reference",54730,-38.0398114,176.3581623,150,"Sandy",2026-01-14 10:23:00,"Cloudy",5.5,0,0,NA,"1","59.880478669367001","183.12960987940701",100,"Native forest",100,0,0,10,0,0,0,90,0,0,0,NA,0,21.8,10.14,115.5,145.9,155.5,8.45,NA,0,0,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,0,2,0,0,0,0,0,0.25,1.25,0,0.5,0,0,0,0,0,2.75,298,0,9.5,0,0,0,0,0,11,1192,NA,38,NA,NA,NA,NA,NA,25,NA,NA,77.5,NA,NA,NA,NA,NA,11,596,NA,19,NA,NA,NA,NA,NA,1,5,NA,2,NA,NA,NA,NA,NA,11,1192,NA,38,NA,NA,NA,NA,NA,4,4,NA,4,NA,NA,NA,NA,NA,25,NA,NA,55,NA,NA,NA,NA,NA,25,NA,NA,100,NA,NA,NA,NA,NA,11,534,NA,2,NA,NA,NA,NA,NA,11,658,NA,36,NA,NA,NA,NA,NA,3,3,1,0,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,0,"After",2026-01-13,"10:23:00",2026,"Jan",14,"Summer",1768339380,"4 Summer",59.880478669367,183.129609879407,0.083499666520833,0.109212267820426,"Sandy",3.5,4,"7",1,3.5,5.2300630288442,0.252569854883397,"Waning","complete"
"15",4,"15_4","Rotoiti","Reference",54730,-38.0354320054637,176.345087343881,150,"Rocky",2026-01-14 09:56:00,"Cloudy",5.5,0,0,NA,"1","57.9411293181277","639.03395274642901",100,"Native forest",100,0,0,50,0,0,0,20,0,30,1,"Hornwort",6,21,9.11,102.3,149.5,161.8,8.56,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,1,0,1,0,1.25,1.25,0,0,0,0.25,0,0.25,0,15,110,0,0,0,0,0,1,0,60,440,NA,NA,NA,0,NA,4,NA,22.298,NA,NA,NA,NA,35,NA,17,NA,12,440,NA,NA,NA,NA,NA,4,NA,5,5,NA,NA,NA,1,NA,1,NA,60,440,NA,NA,NA,0,NA,4,NA,4,4,NA,NA,NA,4,NA,4,NA,15.68,NA,NA,NA,NA,35,NA,17,NA,37.07,NA,NA,NA,NA,35,NA,17,NA,3,440,NA,NA,NA,NA,NA,4,NA,41,440,NA,NA,NA,NA,NA,4,NA,4,7,1,0,0,0,1,1,0,0,1,1,NA,NA,NA,NA,NA,0,"After",2026-01-13,"09:56:00",2026,"Jan",14,"Summer",1768337760,"4 Summer",57.9411293181277,639.033952746429,0.0862944864700053,0.0312972415848084,"Rocky",5.2,4,"8",1,5.2,5.2300630288442,0.252569854883397,"Waning","complete"
"16",4,"16_4","Rotoiti","Reference",54730,-38.035946522854,176.345727107707,150,"Rocky",2026-01-14 09:56:00,"Cloudy",5.5,0,0,NA,"1","27.586278169075001","565.61863728637502",100,"Native forest",100,0,0,50,0,0,0,20,0,30,0,NA,2,21,9.11,102.3,149.5,161.8,8.56,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,10,6,0,0,1,2,0,0.75,1.25,2.5,1.5,0,0,0.25,0.5,0,44.25,127,0,50,0,0,3.75,1,0,177,508,0,200,NA,NA,15,4,NA,42.2733333333333,NA,NA,110,NA,NA,105,65.5,NA,59,508,NA,40,NA,NA,15,4,NA,3,5,10,6,NA,NA,1,2,NA,177,508,0,200,NA,NA,15,4,NA,4,4,4,4,NA,NA,4,4,NA,39.95,NA,NA,70,NA,NA,105,65,NA,44.55,NA,NA,143,NA,NA,105,66,NA,49,508,NA,9,NA,NA,15,4,NA,67,508,NA,76,NA,NA,15,4,NA,6,12,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,"After",2026-01-13,"09:56:00",2026,"Jan",14,"Summer",1768337760,"4 Summer",27.586278169075,565.618637286375,0.181249531718459,0.0353595137811449,"Rocky",5.2,4,"8",1,5.2,5.2300630288442,0.252569854883397,"Waning","complete"
"17",4,"17_4","Rotoiti","Reference",54730,-38.0174132,176.3755268,150,"Rocky",2026-01-14 10:55:00,"Cloudy",5.5,0,0,NA,"1","13.9155980353024","411.55710413086803",100,"Native forest",100,0,0,0,50,0,0,50,0,0,0,NA,30,21.8,9.57,109.1,147.6,157,8.35,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,4,0,7,0,0,2,0,0,4,1,0,1.75,0,0,0.5,0,0,65.5,86,0,143,0,0,16.75,0,0,262,344,NA,572,NA,NA,67,NA,NA,26.51625,NA,NA,145.714285714286,NA,NA,119,NA,NA,16.375,344,NA,81.7142857142857,NA,NA,33.5,NA,NA,16,4,NA,7,NA,NA,2,NA,NA,262,344,NA,572,NA,NA,67,NA,NA,4,4,NA,4,NA,NA,4,NA,NA,21.31,NA,NA,115,NA,NA,110,NA,NA,32.84,NA,NA,165,NA,NA,128,NA,NA,8,344,NA,40,NA,NA,17,NA,NA,26,344,NA,110,NA,NA,50,NA,NA,4,25,1,0,1,0,0,1,0,1,0,1,NA,NA,NA,NA,NA,1,"After",2026-01-13,"10:55:00",2026,"Jan",14,"Summer",1768341300,"4 Summer",13.9155980353024,411.557104130868,0.359309027705136,0.0485959294573138,"Rocky",5,4,"9",1,5,5.2300630288442,0.252569854883397,"Waning","complete"
